2017,Functionalization of a hydrophilic commercial membrane using inorganic-organic polymers coatings for membrane distillation,"Eykens L., Rose K., Dubreuil M., De Sitter K., Dotremont C., Pinoy L., Van der Bruggen B.",20763417,Applied Sciences (Switzerland),7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5
2016,Mass transport through nanostructured membranes: Towards a predictive tool,"Darvishmanesh S., Van der Bruggen B.",20770375,Membranes,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5
2016,Permeability of Small Alcohols through Commercial Ion-Exchange Membranes Used in Electrodialysis,"Rottiers T., Van Der Bruggen B., Pinoy L.",8885885,Industrial and Engineering Chemistry Research,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5
2016,Recovery of Na<inf>2</inf>CO<inf>3</inf> and Na<inf>2</inf>SO<inf>4</inf> from mixed solutions by membrane crystallization,"Li W., Van der Bruggen B., Luis P.",2638762,Chemical Engineering Research and Design,106, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5
2015,Nanofiltration of synthetic and industrial dye baths: Influence of temperature on rejection and membrane fouling,"Nguyen H.X., Van Der Bruggen B.",24765406,Journal of Membrane Science and Research,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,5
2015,Integrated systems involving membrane distillation and applications,"Van der Bruggen B., Pinoy L., De Sitter K., Eykens L., Dotremont C.",,"Pervaporation, Vapour Permeation and Membrane Distillation: Principles and Applications",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,5
2014,Novel natural and biomimetic ligands to enhance selectivity of membrane processes for solute-solute separations: Beyond nature's logistic legacy,"Vanneste J., Peumans W.J., Van Damme E.J.M., Darvishmanesh S., Bernaerts K., Geuns J.M.C., Van der Bruggen B.",2682575,Journal of Chemical Technology and Biotechnology,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,5
2011,Analysis of the development of membrane technology for gas separation and CO<inf>2</inf> capture,"Van Der Bruggen B., Escobar I.C., Luis P.",976156,ACS Symposium Series,1078, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,5
2004,Comparison of pressure-driven membrane processes and traditional processes for drinking water production in Europe based on specific impact criteria,"Van Der Bruggen B., Verberk J.Q.J.C., Verhack J.",3784738,Water SA,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5
2019,Application of membrane distillation to anaerobic digestion effluent treatment: Identifying culprits of membrane fouling and scaling,"Yan Z., Yang H., Qu F., Zhang H., Rong H., Yu H., Liang H., Ding A., Li G., Van der Bruggen B.",489697,Science of the Total Environment,688, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019,High-flux nanofiltration membranes tailored by bio-inspired co-deposition of hydrophilic g-C<inf>3</inf>N<inf>4</inf> nanosheets for enhanced selectivity towards organics and salts,"Ye W., Liu H., Lin F., Lin J., Zhao S., Yang S., Hou J., Zhou S., Van Der Bruggen B.",20518153,Environmental Science: Nano,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019,Sustainable Management of Textile Wastewater: A Hybrid Tight Ultrafiltration/Bipolar-Membrane Electrodialysis Process for Resource Recovery and Zero Liquid Discharge,"Lin J., Lin F., Chen X., Ye W., Li X., Zeng H., Van Der Bruggen B.",8885885,Industrial and Engineering Chemistry Research,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2018,"Microfiltration, ultrafiltration, nanofiltration, reverse osmosis, and forward osmosis",Van der Bruggen B.,,Fundamental Modeling of Membrane Systems: Membrane and Process Performance,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
2018,Charge-assisted ultrafiltration membranes for monovalent ions separation in electrodialysis,"Li J., Zhu J., Wang J., Yuan S., Lin J., Shen J., Van der Bruggen B.",218995,Journal of Applied Polymer Science,135,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4
2018,Mussel-inspired monovalent selective cation exchange membranes containing hydrophilic mil53(al) framework for enhanced ion flux,"Li J., Zhu J., Yuan S., Li X., Zhao Z., Zhao Y., Liu Y., Volodine A., Li J., Shen J., der Bruggen B.V.",8885885,Industrial and Engineering Chemistry Research,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4
2018,Preparation and characterization of an amphiphilic polyamide nanofiltration membrane with improved antifouling properties by two-step surface modification method,"Ruan H., Li B., Ji J., Sotto A., Van Der Bruggen B., Shen J., Gao C.",20462069,RSC Advances,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4
2017,Formation and electrical characterization of black lipid membranes in porous filter materials,"Aminipour Z., Khorshid M., Bayoumi M., Losada-Perez P., Thoelen R., Bonakdar S., Keshvari H., Maglia G., Wagner P., Van der Bruggen B.",18626300,Physica Status Solidi (A) Applications and Materials Science,214,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4
2017,Application of organic solvent nanofiltration for microalgae extract concentration,"Lopresto C.G., Darvishmanesh S., Ehsanzadeh A., Amelio A., Mazinani S., Ramazani R., Calabro V., Van der Bruggen B.",1932104X,"Biofuels, Bioproducts and Biorefining",11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4
2017,Synthesis and transport of impurities in electrodialysis metathesis: Production of choline dihydrogen phosphate,"Rottiers T., Van der Bruggen B., Pinoy L.",3767388,Journal of Membrane Science,541, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
2017,A pilot study of the sludge recycling enhanced coagulation-ultrafiltration process for drinking water: The effects of sludge recycling ratio and coagulation stirring strategy,"Liu B., Qu F., Guo S., Yu H., Li G., Liang H., Van der Bruggen B.",20734441,Water (Switzerland),9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4
2016,Influence of relative air humidity and casting time on the permeation properties of PSf nanofiltration membranes,"Balta S., Laura Buruiana D., Silviu Simionescu C., Geanina Tiron L., Bordei M., van der Bruggen B.",19443994,Desalination and Water Treatment,57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
2015,Pervaporation modeling: State of the art and future trends,"Luis P., Van der Bruggen B.",,"Pervaporation, Vapour Permeation and Membrane Distillation: Principles and Applications",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4
2015,Pervaporation membrane reactors (PVMRs) for esterification,"Genduso G., Luis P., Van der Bruggen B.",,Membrane Reactors for Energy Applications and Basic Chemical Production,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
2014,Deposition of toxic metal particles on rough nanofiltration membranes,"Agboola O., Maree J., Mbaya R., Zvinowanda C.M., Molelekwa G.F., Jullok N., van der Bruggen B., Volodine A., Van Haesendonck C.",2561115,Korean Journal of Chemical Engineering,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,4
2013,Effect of impurities in the recovery of 1-(5-bromo-fur-2-il)-2-bromo-2-nitroethane using nanofiltration,"Martinez M., Jullok N., Negrin Z.R., Van der Bruggen B., Luis P.",2552701,Chemical Engineering and Processing: Process Intensification,70, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,4
2011,Determination of activities in membrane processes: The UNIQUAC model expressed in mole and mass fractions,"Verhoef A., De Ridder E., Degreve J., Van der Bruggen B.",11541,AIChE Journal,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,4
2007,Comparison of methods to enhance separation characteristics in nanofiltration,"Van Der Bruggen B., Bracken L.",8885885,Industrial and Engineering Chemistry Research,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,4
2006,Competitive sorption and diffusion effects in the pervaporation of low water content aqueous alcohol mixtures through microporous silica membranes,"Bettens B., Degreve J., Van der Bruggen B., Van Veen H.M., Vandecasteele C.",119164,Desalination,200, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4
2019,Treatment of anticancer drugs in hospital and wastewater effluents using nanofiltration,"Cristovao M.B., Torrejais J., Janssens R., Luis P., Van der Bruggen B., Dubey K.K., Mandal M.K., Bronze M.R., Crespo J.G., Pereira V.J.",13835866,Separation and Purification Technology,224, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2019,110th Anniversary: Cellulose Nanocrystals as Organic Nanofillers for Cellulose Triacetate Membranes Used for Desalination by Pervaporation,"Prihatiningtyas I., Volodin A., Van Der Bruggen B.",8885885,Industrial and Engineering Chemistry Research,58,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019,Aminosilane cross-linked poly ether-block-amide PEBAX 2533: Characterization and CO<inf>2</inf> separation properties,"Sanaeepur H., Mashhadikhan S., Mardassi G., Ebadi Amooghin A., Van der Bruggen B., Moghadassi A.",2561115,Korean Journal of Chemical Engineering,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2019,Hierarchically structured carbon materials derived from lotus leaves as efficient electrocatalyst for microbial energy harvesting,"Ye W., Tang J., Wang Y., Cai X., Liu H., Lin J., Van der Bruggen B., Zhou S.",489697,Science of the Total Environment,666, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019,Plasticization suppression and CO<inf>2</inf> separation enhancement of Matrimid through homogeneous blending with a new high performance polymer,"Mazinani S., Ramezani R., Molelekwa G.F., Darvishmanesh S., Di Felice R., Van der Bruggen B.",3767388,Journal of Membrane Science,574, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
2019,Mussel-inspired surface functionalization of AEM for simultaneously improved monovalent anion selectivity and antibacterial property,"Zheng Z., Xiao P., Ruan H., Liao J., Gao C., Van der Bruggen B., Shen J.",20770375,Membranes,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2019,Comparative studies on fouling of homogeneous anion exchange membranes by different structured organics in electrodialysis,"Zhao Z., Shi S., Cao H., Li Y., Van der Bruggen B.",10010742,Journal of Environmental Sciences (China),77, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2019,Water defluoridation by Fe(III)-loaded sisal fibre: Understanding the influence of the preparation pathways on biosorbents’ defluoridation properties,"Mwakabona H.T., Mlay H.R., Van der Bruggen B., Njau K.N.",3043894,Journal of Hazardous Materials,362, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2018,Conceptual model-based design and environmental evaluation of waste solvent technologies: Application to the separation of the mixture acetone-water,"Amelio A., Figueroa Paredes D.A., Degreve J., Luis P., Van der Bruggen B., Espinosa J.",1496395,Separation Science and Technology (Philadelphia),53,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2018,Atmospheric plasma coatings for membrane distillation,"Eykens L., De Sitter K., Paulussen S., Dubreuil M., Dotremont C., Pinoy L., Van der Bruggen B.",3767388,Journal of Membrane Science,554, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2018,High-performance thin-film-nanocomposite cation exchange membranes containing hydrophobic zeolitic imidazolate framework for monovalent selectivity,"Li J., Zhao Z., Yuan S., Zhu J., Van der Bruggen B.",20763417,Applied Sciences (Switzerland),8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2017,Cation-Exchange Membranes with Controlled Porosity in Electrodialysis Application,"Li J., Zhu J., Yuan S., Lin J., Shen J., Van Der Bruggen B.",8885885,Industrial and Engineering Chemistry Research,56,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
2017,Production of Aldonic Acids by Bipolar Membrane Electrodialysis,"Pan J., Miao M., Lin X., Shen J., Van Der Bruggen B., Gao C.",8885885,Industrial and Engineering Chemistry Research,56,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
2016,Pervaporation membrane reactors: Biomass conversion into alcohols,"Amelio A., Van der Bruggen B., Lopresto C., Verardi A., Calabro V., Luis P.",,Membrane Technologies for Biorefining,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
2015,Addition of adsorbents to nanofiltration membrane to obtain complete pesticide removal,"Madsen H.T., Ammi-Said A., Van Der Bruggen B., Sogaard E.G.",496979,"Water, Air, and Soil Pollution",226,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
2015,Selective composite cation-exchange membrane based on S-PVDF,"Farrokhzad H., Van Gerven T., Van der Bruggen B.",19443994,Desalination and Water Treatment,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3
2013,Measurement of activity coefficients of mixtures by head-space gas chromatography: General procedure,"Luis P., Wouters C., Van der Bruggen B., Sandler S.I.",219673,Journal of Chromatography A,1302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3
2012,Kinetic study and scaleup of the oxidation of nanofiltration retentates by O <inf>3</inf>,"Van Geluwe S., Degreve J., Vinckier C., Braeken L., Creemers C., Van Der Bruggen B.",8885885,Industrial and Engineering Chemistry Research,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
2012,Considerations on the use of nanofiltration for solvent purification in the oil industry,"Darvishmanesh S., Robberecht T., Luis P., Degreve J., Van Der Bruggen B.",0003021X,"JAOCS, Journal of the American Oil Chemists' Society",89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3
2010,Adsorption of pure vapor species on microporous silica membranes and silica pellets,"Bettens B., Verhoef A., Van Veen H.M., Vandecasteele C., Degreve J., Van Der Bruggen B.",19327447,Journal of Physical Chemistry C,114,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
2020,High-performance thin film nanocomposite membranes enabled by nanomaterials with different dimensions for nanofiltration,"Liu Y., Wang X., Gao X., Zheng J., Wang J., Volodin A., Xie Y.F., Huang X., Van der Bruggen B., Zhu J.",3767388,Journal of Membrane Science,596, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019,Composting and co-composting of coffee husk and pulp with source-separated municipal solid waste: a breakthrough in valorization of coffee waste,"Dadi D., Daba G., Beyene A., Luis P., Van der Bruggen B.",21953228,International Journal of Recycling of Organic Waste in Agriculture,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2019,Desalination and heavy metal ion removal from water by new ion exchange membrane modified by synthesized NiFe<inf>2</inf>O<inf>4</inf>/HAMPS nanocomposite,"Nemati M., Hosseini S.M., Parvizian F., Rafiei N., Van der Bruggen B.",9477047,Ionics,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2019,Surfactant-based modification of sodic-Algerian illite clay for the preparation of polymeric membranes: application for separation of iron and zinc ions from aqueous solutions,"Ammi Said A., Arous O., Yahia Cherif A., Berbar Y., Amara M., Van der Bruggen B.",1700839,Polymer Bulletin,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2019,Symmetrically recombined nanofibers in a high-selectivity membrane for cation separation in high temperature and organic solvent,"Zhao Y., Qiu Y., Mai Z., Ortega E., Shen J., Gao C., Van Der Bruggen B.",20507488,Journal of Materials Chemistry A,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2018,Wastewater treatment by renewable energy driven membrane processes,"Zhang Y., Rottiers T., Meesschaert B., Pinoy L., Van der Bruggen B.",,Current Trends and Future Developments on (Bio-) Membranes: Renewable Energy Integrated with Membrane Operations,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2017,Use of porous volcanic rocks for the adsorptive removal of copper,"Alemayehu E., Melak F., Sharma S.K., Van der Bruggen B., Lennartz B.",17476585,Water and Environment Journal,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
2016,Permselectivity of cation-exchange membranes between different cations in aqueous alcohol mixtures,"Rottiers T., De Staelen J., Van Der Bruggen B., Pinoy L.",134686,Electrochimica Acta,192, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2015,"Novel hybrid membranes by incorporating SiO<inf>2</inf> nanoparticles using in situ microemulsion polymerization: Preparation, characterization and enhancement in the performance for CO<inf>2</inf>/N<inf>2</inf>","Wang T., Cheng C., Shen J.-N., Wu L.-G., Van Der Bruggen B., Dong C.-Y.",20462069,RSC Advances,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2014,"Wastewater management in Ethiopian higher learning institutions: functionality, sustainability and policy context","Haddis A., de Geyter A., Smets I., Van der Bruggen B.",9640568,Journal of Environmental Planning and Management,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
2013,Applications of nanomaterials for water quality,Van der Bruggen B.,,Applications of Nanomaterials for Water Quality,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2012,Nanofiltration of aqueous solutions: Recent developments and progresses,"Van der Bruggen B., Kim J.",,Advanced Materials for Membrane Preparation,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2012,Recent developments in membrane-based technologies for CO<inf>2</inf> capture,"Luis P., Van Gerven T., Van Der Bruggen B.",,CHISA 2012 - 20th International Congress of Chemical and Process Engineering and PRES 2012 - 15th Conference PRES,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2007,Preparation and performance of nanoporous hydrophilic and hydrophobic ceramic membranes for use in non-aqueous nanofiltration,"Van Der Bruggen B., Buekenhoudt A., Verrecht B., Van Den Dungen H., Geens J., Leysen R.",,Ceramic Materials Research Trends,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2006,Influence of hydrophobicity and charge on removal of trace organic pollutants with high pressure membranes,"Verliefde A., Heijman B., Amy G., Van Der Bruggen B., Van Dijk J.C.",,American Water Works Association - Water Quality Technology Conference and Exposition 2006: Taking Water Quality to New Heights,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2005,A QSAR/QSPR-methodology for rejection of trace organic pollutants in nanofiltration,"Verliefde A., Cornelissen E., Amy G., Van Der Bruggen B., Van Dijk H.",,"2005 Water Quality Technology Conference Proceedings, WQTC 2005",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1997,Application of computer modelling to predict the leaching behaviour of heavy metals from MSWI fly ash and comparison with a sequential extraction method,"Van Herck P., Van der Bruggen B., Vogels G., Vandecasteele C.",1661116,Studies in Environmental Science,71, C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
